id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_1300,129,233,109,370,428,104,210,164,106,84,129,242,213,270,122
sample_1301,129,242,105,364,424,104,210,164,109,84,127,242,209,272,122
sample_1302,119,239,105,362,428,104,210,172,106,82,119,233,213,270,124
sample_1303,121,239,109,372,422,101,215,168,100,82,125,233,205,262,124
sample_1304,121,239,105,368,426,101,215,164,106,80,127,239,209,261,124
sample_1305,125,239,109,372,428,107,215,172,100,80,125,233,209,264,124
sample_1306,129,245,105,364,428,104,210,164,100,82,125,245,213,272,122
sample_1307,121,233,113,361,424,104,215,172,103,80,121,245,205,262,122
sample_1308,125,236,109,370,422,104,215,172,103,82,127,239,205,264,124
sample_1309,123,233,113,364,424,104,215,172,103,80,125,233,201,261,122
sample_1310,125,236,109,372,426,104,215,164,103,80,125,239,209,261,124
sample_1311,121,239,105,370,424,101,215,168,103,80,125,239,205,262,124
sample_1312,121,233,105,361,424,104,215,172,100,80,123,242,201,264,122
sample_1313,123,233,105,370,422,101,215,164,103,78,125,239,209,261,122
sample_1314,127,239,101,368,428,110,215,164,109,82,129,245,209,266,122
sample_1315,123,236,105,361,424,101,215,172,100,78,121,245,205,264,122
sample_1316,119,236,113,364,424,107,210,159,106,84,125,236,213,264,124
sample_1317,123,242,101,370,426,104,210,164,106,82,121,239,205,261,124
sample_1318,119,236,105,364,424,104,215,172,106,86,123,239,205,268,122
sample_1319,119,236,109,361,428,107,210,172,103,82,119,233,205,266,124
sample_1320,127,242,109,362,426,104,210,164,100,82,127,242,213,272,122
sample_1321,129,233,105,364,428,110,210,164,109,82,129,242,205,270,122
sample_1322,121,245,105,362,426,101,210,176,100,82,123,239,201,264,124
sample_1323,123,239,113,362,422,107,210,176,106,86,123,239,209,262,124
sample_1324,121,233,109,366,428,107,215,164,109,84,123,242,209,266,124
sample_1325,125,239,109,370,422,98,215,172,97,80,125,239,213,262,124
sample_1326,125,239,105,372,422,104,215,168,97,78,129,239,209,262,124
sample_1327,129,239,105,370,424,104,215,168,100,80,125,239,205,261,124
sample_1328,125,239,109,370,428,101,215,172,103,82,125,242,205,264,124
sample_1329,125,245,101,364,428,101,210,168,106,82,127,245,213,266,122
sample_1330,123,233,113,362,428,98,215,176,100,78,123,242,205,264,122
sample_1331,123,233,105,368,426,98,210,172,103,84,121,239,205,266,122
sample_1332,129,236,105,362,428,101,210,172,112,86,121,233,205,266,124
sample_1333,127,245,101,364,424,107,210,172,109,82,127,242,213,272,122
sample_1334,129,236,105,366,422,98,210,172,106,86,123,239,205,264,124
sample_1335,123,233,113,364,424,98,215,172,100,82,121,245,205,261,122
sample_1336,127,239,109,370,428,104,215,168,103,78,127,233,205,261,124
sample_1337,123,236,113,361,428,98,215,176,103,82,121,239,205,264,122
sample_1338,121,236,113,361,424,98,210,176,100,78,121,236,205,262,122
sample_1339,121,239,113,372,424,104,215,172,103,78,127,239,205,262,124
sample_1340,127,236,109,364,426,110,210,172,106,86,125,242,205,268,122
sample_1341,127,245,105,372,424,104,210,159,106,84,129,233,209,266,122
sample_1342,127,245,105,370,428,107,215,172,103,80,127,236,213,272,122
sample_1343,127,245,101,368,428,104,210,164,103,80,129,245,213,270,122
sample_1344,129,245,101,362,428,110,210,168,112,82,125,245,213,272,124
sample_1345,129,245,101,364,428,104,210,164,100,80,129,245,213,264,122
sample_1346,127,242,105,366,426,104,210,172,106,82,123,236,205,264,124
sample_1347,125,242,113,372,422,104,215,164,106,78,129,239,205,261,124
sample_1348,127,239,109,368,426,101,215,168,97,78,127,239,209,261,124
sample_1349,121,233,113,361,424,98,210,172,103,78,125,245,201,262,122
sample_1350,125,239,109,372,426,101,215,168,106,78,125,245,209,261,124
sample_1351,129,245,101,364,428,107,210,164,109,84,125,233,209,266,122
sample_1352,127,233,105,364,428,104,210,168,109,82,127,242,205,266,122
sample_1353,125,239,105,366,428,107,215,176,106,84,121,236,209,270,124
sample_1354,119,236,113,364,424,98,210,172,103,82,123,242,205,262,122
sample_1355,123,239,105,366,424,104,210,172,106,86,125,239,213,264,124
sample_1356,127,236,105,366,428,104,210,159,109,82,125,242,213,272,122
sample_1357,121,233,113,362,424,98,215,172,103,80,123,233,205,266,122
sample_1358,121,233,109,361,424,101,215,172,100,80,121,242,205,266,122
sample_1359,125,239,113,372,428,101,215,172,100,80,127,239,213,262,122
sample_1360,125,239,109,370,422,104,215,168,97,78,127,239,205,261,124
sample_1361,127,245,101,370,426,104,215,164,112,80,125,245,213,272,124
sample_1362,127,239,109,372,428,101,210,172,97,78,125,239,205,261,124
sample_1363,129,236,109,372,426,104,215,168,100,80,127,236,209,262,124
sample_1364,129,242,105,364,428,104,210,164,109,80,125,242,213,264,122
sample_1365,119,236,109,364,424,107,210,164,106,86,119,239,205,268,124
sample_1366,121,239,113,361,424,98,215,176,100,82,123,236,205,262,122
sample_1367,123,236,105,364,426,98,215,172,100,86,121,236,205,264,124
sample_1368,127,242,105,364,428,110,215,164,106,80,127,245,209,272,122
sample_1369,127,242,101,372,428,104,215,164,109,82,125,239,213,272,122
sample_1370,127,245,105,372,428,104,210,164,109,82,127,242,213,272,124
sample_1371,121,236,113,361,428,104,215,164,106,86,119,233,209,268,124
sample_1372,125,245,113,370,424,101,215,168,103,78,127,239,205,262,124
sample_1373,125,239,105,370,422,104,210,164,100,86,121,233,209,262,122
sample_1374,125,236,105,370,422,101,215,168,103,78,129,233,213,262,124
sample_1375,125,233,101,364,428,104,210,164,109,82,127,245,205,268,124
sample_1376,119,239,105,361,428,107,210,164,106,86,121,236,205,262,124
sample_1377,127,239,105,370,422,98,215,172,100,80,129,239,205,261,124
sample_1378,121,239,113,361,424,104,215,172,100,78,123,242,205,266,122
sample_1379,129,239,113,368,422,101,215,168,97,78,125,239,209,262,124
sample_1380,125,242,105,370,426,107,210,164,109,82,129,245,209,272,122
sample_1381,125,239,105,372,424,98,215,172,97,82,127,239,213,261,122
sample_1382,121,239,105,372,426,101,210,168,100,82,125,239,205,261,124
sample_1383,127,236,109,372,428,104,215,168,100,78,129,236,213,261,124
sample_1384,123,236,105,362,422,107,210,168,106,80,129,236,205,264,124
sample_1385,125,236,105,366,428,110,210,172,109,80,125,245,213,272,122
sample_1386,129,242,105,364,428,110,210,164,112,82,127,236,213,262,122
sample_1387,125,242,109,372,428,101,215,168,97,80,129,239,205,262,124
sample_1388,123,245,113,361,428,98,210,176,103,78,123,236,205,264,122
sample_1389,121,239,105,362,428,101,210,176,106,82,127,236,205,264,122
sample_1390,125,245,105,364,424,104,210,164,106,82,125,245,209,272,122
sample_1391,121,239,113,361,426,98,215,176,100,82,125,242,205,264,122
sample_1392,127,233,105,366,426,110,210,164,106,82,127,242,213,266,122
sample_1393,127,239,105,372,428,101,215,168,100,78,125,236,205,261,124
sample_1394,121,239,105,368,424,104,210,172,112,86,127,239,209,261,124
sample_1395,119,236,109,361,424,98,215,172,103,80,121,233,205,264,122
sample_1396,123,239,105,361,422,101,210,168,106,84,125,233,209,264,124
sample_1397,123,233,105,362,424,98,215,176,103,80,123,245,205,261,122
sample_1398,129,233,109,372,426,104,215,168,106,78,127,233,213,261,124
sample_1399,123,239,109,370,426,104,215,172,100,80,127,239,213,264,124
sample_1400,123,233,113,361,424,104,215,176,103,84,121,239,205,262,122
sample_1401,123,239,109,370,428,101,210,168,100,78,127,233,205,262,124
sample_1402,129,233,105,372,422,98,215,172,106,78,125,236,205,262,124
sample_1403,127,239,109,368,426,101,215,168,106,78,127,233,205,261,124
sample_1404,129,239,105,370,428,101,215,168,100,78,123,236,213,261,124
sample_1405,129,245,101,364,428,101,210,164,112,82,127,236,209,266,124
sample_1406,119,239,109,362,426,107,210,164,109,84,127,233,209,270,122
sample_1407,127,239,109,370,426,104,215,168,100,80,125,239,209,262,124
sample_1408,129,233,101,368,426,107,210,159,109,82,127,236,213,268,122
sample_1409,129,233,101,364,428,104,210,168,106,82,125,242,209,266,124
sample_1410,121,245,113,361,424,98,210,176,103,80,121,242,205,262,122
sample_1411,127,239,101,364,428,98,215,164,100,82,127,236,213,272,122
sample_1412,125,245,109,372,426,101,210,164,109,82,129,245,209,272,122
sample_1413,123,245,113,361,424,98,215,176,100,78,125,239,201,262,124
sample_1414,119,239,105,364,428,104,210,172,109,86,121,239,205,270,124
sample_1415,123,242,105,372,422,107,215,168,106,82,129,239,209,261,124
sample_1416,123,233,113,362,424,98,215,172,106,82,121,239,205,262,122
sample_1417,121,242,109,372,422,104,215,159,103,80,125,239,213,262,122
sample_1418,125,239,105,370,426,101,215,172,100,80,125,239,213,264,124
sample_1419,129,233,113,372,426,104,215,172,106,80,123,239,209,261,124
sample_1420,123,233,105,372,428,101,215,159,100,78,125,236,213,261,124
sample_1421,127,242,101,364,428,104,210,164,106,80,129,245,213,262,124
sample_1422,119,233,105,362,424,110,210,159,106,86,123,236,205,270,122
sample_1423,119,233,105,361,424,98,210,172,103,82,121,239,205,264,122
sample_1424,125,239,105,362,428,107,210,172,112,82,129,239,213,270,122
sample_1425,123,236,113,364,422,107,215,172,106,86,121,236,209,266,124
sample_1426,123,239,109,368,428,101,210,164,106,78,123,233,209,261,122
sample_1427,127,239,101,364,426,104,210,159,106,82,127,239,209,264,122
sample_1428,129,242,105,368,422,104,215,172,97,80,127,239,209,261,122
sample_1429,119,236,113,364,424,98,210,164,106,82,125,233,205,270,122
sample_1430,123,233,113,364,424,98,215,172,103,82,123,236,205,262,122
sample_1431,129,245,101,364,428,107,210,164,106,82,127,233,213,272,122
sample_1432,123,239,105,364,422,104,210,176,106,86,119,239,209,264,124
sample_1433,125,239,109,370,428,101,215,168,106,78,125,239,205,262,122
sample_1434,129,239,101,372,428,110,210,164,106,84,127,239,213,266,122
sample_1435,127,242,105,372,428,110,210,164,109,82,127,236,209,272,124
sample_1436,123,236,113,361,424,98,210,172,100,82,123,242,205,264,122
sample_1437,123,239,105,362,426,98,210,176,109,86,123,236,213,270,124
sample_1438,123,236,113,361,424,98,215,176,103,80,123,233,205,262,122
sample_1439,125,233,101,368,428,110,215,164,109,82,127,242,209,270,124
sample_1440,125,239,113,372,424,101,215,168,103,80,123,239,209,262,124
sample_1441,127,239,109,372,424,104,215,168,103,78,127,239,205,262,122
sample_1442,123,233,109,361,424,107,210,164,106,86,123,239,205,266,124
sample_1443,129,239,109,370,426,98,210,168,106,80,129,239,213,262,124
sample_1444,121,236,113,361,424,98,215,176,100,82,125,233,205,262,122
sample_1445,121,233,109,370,422,107,215,172,100,82,125,233,209,261,124
sample_1446,121,236,113,361,426,104,215,172,100,78,123,245,205,266,122
sample_1447,125,233,113,372,422,101,215,172,103,80,127,239,209,262,124
sample_1448,121,239,105,364,426,104,215,168,106,80,125,236,209,270,124
sample_1449,125,242,105,372,428,101,215,172,100,78,125,239,209,264,124
sample_1450,119,239,105,364,426,104,210,172,106,86,121,239,209,262,124
sample_1451,129,245,105,364,428,107,215,164,109,82,127,245,205,272,124
sample_1452,123,236,101,368,422,104,210,176,103,86,125,236,201,261,124
sample_1453,121,233,105,364,428,107,210,164,109,86,125,233,205,264,124
sample_1454,127,245,105,364,428,110,210,172,109,80,129,245,205,272,122
sample_1455,127,245,101,364,428,101,215,164,109,80,125,242,213,272,122
sample_1456,125,239,101,364,426,98,210,164,106,82,125,242,213,272,122
sample_1457,129,245,101,362,428,107,210,164,109,82,127,236,209,272,122
sample_1458,123,233,105,361,424,98,215,172,100,82,121,236,205,264,122
sample_1459,123,236,109,366,428,104,215,172,106,86,125,242,201,264,124
sample_1460,121,233,109,362,424,98,210,176,100,78,123,239,205,266,122
sample_1461,125,245,101,372,428,101,210,164,100,84,129,242,209,272,122
sample_1462,121,245,109,370,428,101,215,172,106,78,125,239,209,261,122
sample_1463,119,236,101,364,426,98,210,172,106,80,125,239,213,264,124
sample_1464,129,245,101,364,426,107,210,164,106,82,127,239,213,270,122
sample_1465,123,233,105,361,424,98,210,176,103,82,125,239,205,262,122
sample_1466,125,239,109,368,426,101,215,164,97,82,125,239,205,262,124
sample_1467,125,245,109,364,426,104,210,164,106,84,125,242,213,272,122
sample_1468,123,233,113,361,424,104,215,172,100,80,123,233,201,264,122
sample_1469,127,239,105,372,426,101,210,172,97,80,127,233,205,261,124
sample_1470,129,239,113,368,422,107,210,164,106,82,123,233,205,264,122
sample_1471,121,236,109,364,426,107,215,159,106,84,125,233,209,262,124
sample_1472,125,239,105,368,426,104,215,172,97,82,129,239,209,261,124
sample_1473,125,245,109,372,428,104,215,172,100,78,125,233,205,262,124
sample_1474,127,236,109,370,428,107,215,159,109,82,127,245,209,270,122
sample_1475,129,245,105,366,424,104,210,164,109,82,129,245,213,264,122
sample_1476,123,236,109,362,426,107,210,164,106,82,121,236,213,261,124
sample_1477,119,239,113,364,424,101,210,172,100,80,123,233,205,264,124
sample_1478,121,236,113,364,422,107,210,168,106,86,125,233,205,266,124
sample_1479,123,245,105,372,424,101,215,172,97,78,125,239,209,261,124
sample_1480,125,245,101,372,428,107,210,164,112,84,125,236,209,270,122
sample_1481,127,239,101,362,428,107,210,164,106,82,127,245,209,272,124
sample_1482,121,233,109,361,424,98,215,176,103,80,123,236,205,262,122
sample_1483,119,233,105,366,426,104,210,164,100,80,123,236,205,266,122
sample_1484,125,245,109,372,428,98,210,172,112,82,127,236,213,272,122
sample_1485,123,242,105,372,424,101,215,168,97,82,125,236,205,262,122
sample_1486,123,239,109,368,422,101,215,168,97,78,125,239,209,262,122
sample_1487,127,242,101,362,426,104,210,164,109,82,125,245,213,272,122
sample_1488,127,236,109,370,426,101,215,172,97,78,127,236,205,264,124
sample_1489,125,233,101,364,428,104,210,159,112,84,125,236,213,272,122
sample_1490,119,233,109,368,428,110,210,168,106,84,123,242,205,261,124
sample_1491,119,239,105,368,428,104,210,172,106,86,125,239,205,261,124
sample_1492,123,242,105,364,424,107,210,172,112,82,125,233,201,266,124
sample_1493,123,236,105,364,428,101,215,172,109,86,123,242,205,264,122
sample_1494,129,233,101,362,424,104,210,172,109,86,123,233,205,266,124
sample_1495,125,236,109,372,426,107,210,159,109,82,127,239,213,270,124
sample_1496,127,239,109,370,422,101,215,164,106,82,127,239,213,261,124
sample_1497,123,239,105,370,424,101,215,168,100,78,125,239,209,264,124
sample_1498,129,245,101,364,426,101,210,164,103,80,127,242,213,264,122
sample_1499,125,242,101,364,426,101,210,164,97,82,125,236,213,266,124
sample_1500,129,236,105,364,424,104,210,164,97,82,129,233,209,272,124
sample_1501,119,236,113,366,428,107,215,172,106,80,125,236,205,262,124
sample_1502,127,242,105,370,428,104,210,164,106,82,125,242,213,262,122
sample_1503,121,239,113,368,424,104,210,159,106,86,121,236,201,262,124
sample_1504,127,233,109,366,426,98,215,172,112,82,121,236,205,262,124
sample_1505,121,233,113,361,424,104,210,176,100,78,123,233,205,266,124
sample_1506,121,233,105,362,424,98,210,176,106,78,125,239,205,262,124
sample_1507,127,239,105,372,426,101,215,164,106,78,125,239,205,262,124
sample_1508,125,242,105,364,428,104,210,164,109,82,127,233,209,266,122
sample_1509,125,245,105,364,426,107,215,164,106,84,125,233,213,272,122
sample_1510,129,239,113,368,428,101,215,168,100,82,129,239,209,261,122
sample_1511,123,236,113,362,424,101,210,172,100,80,125,245,205,262,124
sample_1512,125,239,105,372,428,107,210,164,103,82,125,245,213,268,122
sample_1513,129,239,109,370,428,101,215,164,103,80,125,239,213,262,122
sample_1514,125,245,105,372,428,98,215,164,103,82,129,245,209,272,122
sample_1515,125,242,101,364,426,107,210,164,106,80,129,242,209,272,122
sample_1516,125,239,113,372,426,101,215,168,100,82,129,239,209,261,124
sample_1517,123,236,113,361,424,98,215,172,103,78,123,236,205,262,124
sample_1518,121,233,113,361,428,104,215,176,103,80,121,236,205,262,124
sample_1519,121,233,109,361,428,104,215,172,103,82,125,233,205,262,122
sample_1520,129,245,105,368,428,104,210,164,109,82,129,242,205,266,122
sample_1521,127,239,113,372,426,104,215,168,97,82,127,233,205,262,124
sample_1522,129,236,101,364,428,107,210,164,103,82,127,242,209,272,122
sample_1523,129,239,105,366,426,107,210,164,97,80,119,236,213,262,124
sample_1524,121,245,113,361,424,98,210,172,103,80,121,245,205,264,124
sample_1525,123,239,101,364,424,107,215,172,109,86,129,236,209,262,124
sample_1526,125,242,105,364,428,107,210,164,106,80,129,242,213,270,122
sample_1527,125,239,109,370,426,101,215,172,103,78,129,239,209,261,124
sample_1528,127,245,105,372,428,104,215,172,106,78,125,245,205,261,122
sample_1529,129,236,105,366,422,104,215,172,106,82,121,233,205,264,124
sample_1530,129,233,105,364,426,104,215,164,103,82,125,242,213,262,122
sample_1531,119,233,109,361,428,98,210,176,100,78,125,242,205,262,122
sample_1532,119,236,105,366,424,107,215,164,109,86,125,233,205,270,124
sample_1533,125,245,105,370,426,104,215,168,106,78,125,236,205,261,124
sample_1534,121,236,113,361,424,98,215,176,106,80,121,233,205,261,122
sample_1535,129,239,105,370,424,104,215,172,97,80,125,239,205,261,124
sample_1536,125,239,105,370,424,107,215,172,100,78,125,236,209,264,124
sample_1537,119,239,109,364,428,104,210,176,112,86,121,233,213,261,122
sample_1538,121,239,113,361,424,98,215,172,106,78,123,236,205,264,122
sample_1539,129,236,105,366,428,104,210,164,100,82,123,242,205,268,124
sample_1540,129,242,109,372,426,104,210,164,109,84,125,245,213,270,122
